2015-01-01T06:03:54, 60, 133.0
2015-01-01T06:04:49, 62, 101.0
2015-01-01T06:13:42, 60, 69.0
2015-01-01T06:25:08, 88, 111.0
2015-01-01T06:46:29, 62, 144.0
2015-01-01T08:00:08, 62, 176.0
2015-01-01T08:03:06, 74, 173.0
2015-01-01T08:12:01, 73, 72.0
2015-01-01T08:18:05, 65, 137.0
2015-01-01T08:19:01, 69, 106.0
2015-01-01T08:20:41, 85, 151.0
2015-01-01T08:21:45, 68, 198.0
2015-01-01T08:30:47, 60, 43.0
2015-01-01T08:48:27, 85, 49.0
2015-01-01T09:11:28, 91, 68.54
2015-01-01T09:11:56, 65, 89.8
2015-01-01T09:15:32, 66, 197.63
2015-01-01T09:18:06, 85, 156.0
2015-01-01T09:40:51, 64, 94.0
2015-01-01T09:42:18, 88, 117.13
2015-01-01T09:43, 71, 185.0
2015-01-01T09:52:24, 84, 119.0
2015-01-01T10:05:40, 61, 132.0
2015-01-01T10:06:33, 67, 158.0
2015-01-01T10:18:21, 64, 25.0
2015-01-01T10:21:57, 73, 188.0
2015-01-01T10:23:18, 78, 171.0
2015-01-01T10:25:21, 88, 15.0
2015-01-01T10:32:14, 77, 181.0
2015-01-01T10:32:40, 80, 88.0
2015-01-01T10:37:27, 60, 188.0
2015-01-01T11:07:25, 60, 0.19
2015-01-01T11:09:53, 77, 105.0
2015-01-01T11:18:55, 60, 21.0
2015-01-01T11:19:09, 86, 166.0
2015-01-01T11:19:53, 99, 5.0
2015-01-01T11:39:23, 76, 6.0
2015-01-01T11:42, 62, 119.0
2015-01-01T11:42:46, 91, 188.0
2015-01-01T11:43:14, 60, 118.0
2015-01-01T11:46:33, 63, 139.98
2015-01-01T11:51:06, 69, 37.37
2015-01-01T11:57:25, 98, 133.0
2015-01-01T12:01:28, 60, 48.0
2015-01-01T12:01:29, 90, 42.0
2015-01-01T12:06, 66, 4.0
2015-01-01T12:07:32, 73, 14.0
2015-01-01T12:08:55, 70, 15.0
2015-01-01T12:17:36, 65, 141.46
2015-01-01T12:27:23, 76, 103.0
2015-01-01T12:43:20, 72, 64.0
2015-01-01T12:47:26, 87, 132.0
2015-01-01T13:09:40, 89, 70.0
2015-01-01T13:11:27, 86, 162.48
2015-01-01T13:12:02, 61, 124.0
2015-01-01T13:16:08, 74, 44.0
2015-01-01T13:18:09, 61, 132.73
2015-01-01T13:20:46, 91, 173.0
2015-01-01T13:22:11, 62, 144.0
2015-01-01T13:27:44, 80, 198.0
2015-01-01T13:29:19, 79, 165.0
2015-01-01T13:39:02, 60, 99.0
2015-01-01T13:47:40, 61, 165.0
2015-01-01T13:55:02, 88, 177.0
2015-01-01T14:00:25, 69, 128.0
2015-01-01T14:09:43, 79, 148.0
2015-01-01T14:13:09, 61, 185.0
2015-01-01T14:13:35, 65, 181.0
2015-01-01T14:14:43, 69, 2.0
2015-01-01T14:19:05, 69, 25.31
2015-01-01T14:20:46, 99, 30.0
2015-01-01T14:31:07, 89, 19.0
2015-01-01T14:31:21, 80, 170.94
2015-01-01T14:32:43, 92, 23.0
2015-01-01T14:34:41, 99, 197.9
2015-01-01T14:37:10, 63, 129.0
2015-01-01T14:46:16, 62, 151.0
2015-01-01T14:48:53, 60, 138.0
2015-01-01T15:07:04, 60, 178.0
2015-01-01T15:07:41, 63, 51.0
2015-01-01T15:17:51, 67, 94.0
2015-01-01T15:35:48, 88, 140.0
2015-01-01T15:37:49, 66, 160.97
2015-01-01T15:39:19, 67, 118.0
2015-01-01T15:39:25, 68, 134.0
2015-01-01T15:48:48, 68, 137.0
2015-01-01T15:50:32, 60, 11.41
2015-01-01T15:50:45, 77, 134.0
2015-01-01T15:55:50, 72, 130.0
2015-01-01T15:56:25, 60, 116.0
2015-01-01T15:57:25, 70, 3.51
2015-01-01T15:59:12, 60, 19.49
2015-01-01T16:24:43, 60, 88.0
2015-01-01T16:24:58, 77, 192.91
2015-01-01T16:29:46, 60, 159.0
2015-01-01T16:42, 60, 149.0
2015-01-01T16:46:58, 99, 54.0
2015-01-01T16:51:43, 61, 137.0
2015-01-01T17:06:31, 96, 42.0
2015-01-01T17:07:22, 60, 6.0
2015-01-01T17:14:30, 62, 18.0
2015-01-01T17:25:21, 67, 61.0
2015-01-01T17:40:51, 91, 173.0
2015-01-01T17:48:31, 67, 11.0
2015-01-01T17:56:50, 84, 177.0
2015-01-01T18:01:41, 60, 85.0
2015-01-01T18:02:39, 66, 78.0
2015-01-01T18:11:10, 62, 103.0
2015-01-01T18:38:02, 62, 82.0
2015-01-01T18:42:46, 84, 75.0
2015-01-01T18:48:32, 69, 188.0
2015-01-01T18:54:32, 94, 39.0
2015-01-01T19:17:49, 83, 91.11
2015-01-01T19:28:51, 71, 52.0
2015-01-02T06:07:59, 64, 198.0
2015-01-02T06:37:30, 92, 197.0
2015-01-02T06:56:05, 71, 4.93
2015-01-02T07:24:28, 86, 181.0
2015-01-02T07:36:20, 66, 104.79
2015-01-02T07:53:14, 68, 45.0
2015-01-02T08:08:01, 65, 105.0
2015-01-02T08:08:35, 76, 18.0
2015-01-02T08:09:18, 67, 157.52
2015-01-02T08:13:43, 82, 71.0
2015-01-02T08:13:54, 60, 138.0
2015-01-02T08:16, 61, 13.0
2015-01-02T08:18:26, 61, 110.0
2015-01-02T08:26:37, 64, 87.76
2015-01-02T08:29:40, 64, 87.0
2015-01-02T08:34:41, 78, 27.0
2015-01-02T08:35:39, 67, 14.0
2015-01-02T08:36:25, 63, 105.0
2015-01-02T08:37:18, 83, 157.0
2015-01-02T08:38:58, 87, 94.0
2015-01-02T08:41:54, 79, 61.0
2015-01-02T08:45:59, 68, 41.33
2015-01-02T08:55:23, 60, 34.0
2015-01-02T09:00:16, 63, 124.0
2015-01-02T09:00:47, 65, 84.0
2015-01-02T09:01:13, 88, 151.0
2015-01-02T09:02:19, 99, 164.0
2015-01-02T09:13:11, 60, 1.0
2015-01-02T09:22:01, 70, 183.0
2015-01-02T09:33:31, 60, 52.0
2015-01-02T09:36:27, 64, 100.14
2015-01-02T09:36:33, 60, 92.0
2015-01-02T09:39:49, 60, 100.0
2015-01-02T09:42:16, 86, 145.0
2015-01-02T09:43:52, 97, 188.0
2015-01-02T09:46:59, 70, 126.0
2015-01-02T09:48:07, 88, 10.0
2015-01-02T09:53:14, 73, 171.0
2015-01-02T09:59:02, 60, 44.0
2015-01-02T10:01:21, 83, 135.0
2015-01-02T10:02:52, 85, 93.0
2015-01-02T10:07:53, 76, 88.0
2015-01-02T10:11:56, 79, 185.24
2015-01-02T10:12:29, 87, 65.0
2015-01-02T10:18:17, 69, 19.0
2015-01-02T10:18:38, 71, 169.0
2015-01-02T10:21:43, 63, 101.0
2015-01-02T10:23:23, 66, 130.18
2015-01-02T10:24:51, 62, 80.0
2015-01-02T10:31:04, 90, 49.0
2015-01-02T10:35:34, 73, 162.0
2015-01-02T10:36:06, 66, 152.0
2015-01-02T10:38:09, 81, 128.0
2015-01-02T10:42:19, 62, 156.0
2015-01-02T10:56:54, 61, 56.0
2015-01-02T10:57:28, 78, 70.0
2015-01-02T11:03:11, 60, 103.12
2015-01-02T11:03:47, 74, 118.19
2015-01-02T11:08:12, 67, 60.0
2015-01-02T11:10:27, 64, 51.0
2015-01-02T11:12:40, 79, 22.0
2015-01-02T11:15:21, 61, 188.0
2015-01-02T11:18:06, 60, 71.0
2015-01-02T11:18:50, 60, 162.69
2015-01-02T11:20:13, 74, 8.0
2015-01-02T11:21:21, 88, 79.0
2015-01-02T11:34:15, 63, 31.0
2015-01-02T11:34:55, 77, 22.0
2015-01-02T11:42:14, 83, 123.0
2015-01-02T11:43:59, 62, 93.08
2015-01-02T11:45:45, 62, 179.0
2015-01-02T11:54:41, 84, 88.0
